Column (a),Column (b),Column (c),Column (d),Column (e),
0.00,55615.00,0.00,2.59,0.00
55615.00,111229.00,-55615.00,3.34,1440.00
111229.00,333684.00,-111229.00,4.17,3298.00
333684.00,99999999,-333684.00,4.50,12574.00
